Mode,Date,Time,RTT,CPU,RAM,Latency,LossRate,Throughput,SuccessRate
DDoS,2025-05-13,15:32:12,54.67808550485772,40.681166117810584,79.03224002418698,22.27996777596374,93.88391081354237,3.309611882884661,3.9350530628801104
DDoS,2025-05-13,16:28:57,61.85343427493498,44.449465549267664,83.65600185006075,32.55489532578867,86.50106364159217,0.0020057472575365,3.627908823199027
DDoS,2025-05-13,14:30:11,0.1727595329284668,61.796383757993276,78.23325359075417,0.0863797664642334,100.0,13.033277501845852,15.18566227809755
DDoS,2025-05-13,15:02:23,0.1727595329284668,55.44104217069337,84.68586380631652,0.0863797664642334,100.0,14.769838033227622,0.0
Normal,2025-05-13,15:41:33,95.44963255571031,46.32009092064005,84.62313864978668,11.725515615677885,9.822478277297693,0.526328037268065,95.53297561833273
Normal,2025-05-13,15:43:40,0.1727595329284668,27.84487465342632,89.03493996593585,16.10140453686413,2.13070954280332,0.0020057472575365,96.46085892917483
Normal,2025-05-13,14:31:28,0.1727595329284668,59.9607092750012,80.19771283219382,19.031903154885203,94.79452274794092,4.0775458220480285,6.913930173381527
DDoS,2025-05-13,14:32:43,25.058603063681637,76.07793577206077,80.2881253156234,9.675834443054015,100.0,1.7852330773207334,0.0
Normal,2025-05-13,15:40:00,0.1727595329284668,54.487969880464085,83.13189943728463,6.202140722370946,0.0,1.2384754640350888,100.0
Normal,2025-05-13,14:49:09,48.34127294604596,34.30040083807222,86.5154378718402,0.0863797664642334,0.0,0.0020057472575365,95.37773338690675
Normal,2025-05-13,14:35:16,0.1727595329284668,43.44512450727958,83.32499917124392,0.0863797664642334,0.0,0.0020057472575365,100.0
Normal,2025-05-13,14:43:23,19.30893191747736,47.291302534375966,85.46862307235993,28.600146408183093,94.91004865429237,3.873844276686202,0.0
DDoS,2025-05-13,15:38:18,20.082545297882838,33.93145896857998,82.69927691930874,59.83360727037001,95.5008204575436,0.0020057472575365,0.0
DDoS,2025-05-13,14:31:08,0.1727595329284668,81.3980184380328,80.55800526009939,1.1958896101693361,92.81177213090982,3.427574617563958,0.0
Normal,2025-05-13,15:13:00,37.37451675392032,100.0,93.13416813074679,10.326341516125416,16.208426688823074,1.8395518970199913,86.10869533236291
Normal,2025-05-13,14:33:50,0.1727595329284668,76.95127796149967,81.6612235091719,31.327099674635097,0.0,9.638525932681066,78.90952010372841
Normal,2025-05-13,14:30:19,0.1727595329284668,77.406837518914,77.4417216996539,0.0863797664642334,1.896210092209575,83.28486543957798,88.79550492872464
DDoS,2025-05-13,15:36:25,0.1727595329284668,84.3695367028728,82.57727696904601,19.20153491814763,97.87560569142617,0.0020057472575365,0.0
Normal,2025-05-13,14:29:20,0.1727595329284668,55.278999702245585,78.26285668527558,0.0863797664642334,1.9700914948986903,314.05125155131344,100.0
DDoS,2025-05-13,14:29:15,0.2849633837385883,58.28775968819819,78.55923120917639,2.8511299026378767,96.48652124259564,40.694493633966644,0.03597965682778501
DDoS,2025-05-13,14:30:32,0.1727595329284668,53.21011191980936,78.50436973503778,8.602387303090246,100.0,1.4438981367221881,0.0
Normal,2025-05-13,14:42:01,76.51689361918224,38.54497323923186,84.55605407175752,16.441937131680678,92.1207851101704,13.61877843938756,0.0
Normal,2025-05-13,14:34:49,16.09568429634579,100.0,81.12429665670459,0.0863797664642334,0.0,4.333649901748446,99.35260670217845
DDoS,2025-05-13,14:58:31,0.1727595329284668,78.3569034182646,86.45022321522013,34.87723948691966,98.85216670227798,3.173081638552178,0.0
Normal,2025-05-13,15:35:27,15.424631774190924,47.63917485242083,82.05382864725385,25.11446168805401,89.62838705255116,8.531879878889931,0.0
DDoS,2025-05-13,16:32:00,79.1175175061614,49.12274580034201,83.99659173166775,0.0863797664642334,100.0,0.34574543239366073,3.7599225598145236
Normal,2025-05-13,14:39:06,35.301302114784036,44.672569302267725,86.31287222198098,0.0863797664642334,5.875931694665814,0.0020057472575365,99.07275099976762
Normal,2025-05-13,18:29:44,1691.5408563906255,74.52372233961977,85.90127528508421,896.1831060393238,0.0,0.0020057472575365,97.77728773571789
Normal,2025-05-13,14:32:45,159.45474293666854,71.90834187153975,80.59132932121638,30.44854127563012,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:44:43,0.1727595329284668,39.94902317984452,83.22798705215197,21.19543909088479,1.1944068172924487,16.358099726271945,94.08842045119599
Normal,2025-05-13,18:32:43,17.54827473599576,50.62018025585261,80.19473796408651,15.006686272768185,3.8000180311153544,13.69291581917756,100.0
DDoS,2025-05-13,14:38:27,0.1727595329284668,32.57385403096039,86.06346923291783,0.0863797664642334,89.0584880123302,6.647012453343793,1.433090576197199
DDoS,2025-05-13,14:49:55,31.827594042337292,36.92684654363213,86.17406860773227,10.802018733124616,100.0,6.627210068847801,0.0
DDoS,2025-05-13,14:42:47,88.27467170802957,51.927019364239115,85.57194268617138,0.0863797664642334,100.0,3.181068425178357,11.587594065078136
Normal,2025-05-13,18:40:52,31.913319579440724,41.78973360769079,74.90261469519565,4.366833612416286,8.290875126547293,8.75227691805007,100.0
DDoS,2025-05-13,16:29:44,61.5987657294827,41.900649317889304,84.69034757393904,0.0863797664642334,93.13084365669553,3.9805925008282195,2.0556066977926966
DDoS,2025-05-13,14:42:55,0.1727595329284668,45.75678334080093,84.87567115257899,32.284318380702345,89.58162032871827,0.0020057472575365,1.7264460734663944
DDoS,2025-05-13,14:29:06,0.1727595329284668,97.99445900872527,78.04703486368875,28.496701676508586,1.6641164870828697,169.85455006374454,97.4959718714053
Normal,2025-05-13,15:53:26,0.1727595329284668,66.1376290951067,70.7549560468962,44.96732971540962,0.0,0.0020057472575365,98.45718956593589
DDoS,2025-05-13,14:30:54,22.33608734566417,99.54336268873755,82.49377071668798,42.04172720340713,0.0,58.991314269539004,100.0
Normal,2025-05-13,14:32:42,28.00872181322876,81.10353211508423,80.40721880215263,20.38293969419056,3.1217833194437263,24.190707192309326,98.99376557959677
DDoS,2025-05-13,15:20:22,16.671124252250827,43.380648277791806,89.46791758583889,0.0863797664642334,100.0,0.012463411315199013,4.012290795897857
DDoS,2025-05-13,14:50:59,20.766738552332708,28.224058753216582,84.89379566473797,57.51213434621092,100.0,3.82706087066279,0.0
DDoS,2025-05-13,14:32:27,38.2222876119914,50.15958342403446,79.78123660108807,0.0863797664642334,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:42:39,27.22737729396416,59.73167141651804,86.29333347383084,0.0863797664642334,85.96728162691255,0.0020057472575365,0.0
Normal,2025-05-13,15:54:14,62.516900315608154,70.0479423857013,75.11454358214363,15.220355933788333,100.0,3.3233137738060945,0.30321002220890775
DDoS,2025-05-13,15:37:50,0.1727595329284668,69.43661637973516,82.55518285855393,3.405126178633207,83.1478128518055,0.0020057472575365,0.7977754867805833
DDoS,2025-05-13,15:32:20,63.49819814789494,81.35669355532464,80.13592192791478,20.316538325737692,95.75554462989393,0.0020057472575365,0.0
Normal,2025-05-13,16:30:13,61.570509573228136,40.89571343821278,83.54983389902901,17.387393466952325,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,15:47:24,61.8726810800664,84.77280770235598,91.5053830802404,9.66705053691936,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:53:05,129.28553362228956,40.865445441397405,86.7160885028115,16.803330008578566,3.5238805108427176,1.3155890454682095,94.5047781852093
Normal,2025-05-13,14:30:04,0.1727595329284668,96.51720579076698,80.21185868963784,0.0863797664642334,4.2208476100041645,128.4534020080981,88.5749550696772
Normal,2025-05-13,14:40:16,1.9709787993719878,52.66166066650288,87.46619715497242,22.5280940667228,0.0,0.0020057472575365,97.48868941344257
DDoS,2025-05-13,16:36:53,81.94772436289516,65.68839570771549,83.40129698841929,0.0863797664642334,98.78591034700796,0.0020057472575365,2.0222358785978183
DDoS,2025-05-13,14:38:15,114.04523587646717,41.36046187408221,87.06027384785227,5.207149885033372,91.5605047956125,15.330151180071542,0.0
DDoS,2025-05-13,14:32:17,0.1727595329284668,35.20200672295598,79.78368640933587,16.1939870532697,100.0,7.960290355663778,1.8430605728645912
Normal,2025-05-13,14:34:40,0.5269718712063503,49.61888333059109,81.26212317467461,18.856523734161712,0.0,13.214837504640709,90.60219063622719
DDoS,2025-05-13,15:34:03,81.88111849479868,63.79966138065992,81.21350267946758,0.0863797664642334,97.82470361881623,3.7801776181831044,0.0
DDoS,2025-05-13,15:08:37,59.31578704154315,39.50203393934894,87.52915692433366,1.2370923768170403,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:51:56,95.83102561352169,43.89269902636462,63.84655003930529,31.853595306157064,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:26:32,86.55889517992526,63.4945068184511,89.59307164923284,0.0863797664642334,2.246368537230451,0.0020057472575365,100.0
DDoS,2025-05-13,15:43:27,0.1727595329284668,100.0,87.85643371917888,1.1721102162718466,2.753569920968445,1.8209179518384255,80.03769183508746
Normal,2025-05-13,14:29:54,0.1727595329284668,100.0,79.7899305901671,0.0863797664642334,2.2725708508102516,180.37448775201773,100.0
DDoS,2025-05-13,14:48:37,0.1727595329284668,43.204650533981464,85.34148398132182,45.72141710246438,0.0,9.17820129489986,100.0
Normal,2025-05-13,15:14:14,88.11456240038707,97.87831384486168,82.27848862422714,5.236453361489512,97.2585974918742,11.139466319672444,6.00540371446759
Normal,2025-05-13,14:45:44,0.1727595329284668,37.98381671606684,83.56189193711674,33.62153575310155,0.7682200032798523,3.003296957363389,100.0
DDoS,2025-05-13,14:29:46,69.78854309237049,42.494561645624465,79.1171109285074,47.667804018239345,100.0,20.319236634554617,0.0
Normal,2025-05-13,16:32:36,69.39215322732896,36.39738781620984,85.35210149754711,29.69994378258065,2.495163587855916,14.512614985908588,100.0
DDoS,2025-05-13,14:52:14,0.1727595329284668,56.48820766036964,86.56818133277635,0.0863797664642334,100.0,2.4715826483658017,0.0
DDoS,2025-05-13,16:31:12,0.1727595329284668,39.59736992273426,84.6025932995836,0.0863797664642334,95.23569747264833,2.1790175944222523,3.009824751271733
Normal,2025-05-13,18:34:01,109.55076954977176,88.9278884656072,80.43564223302745,43.90307987357927,0.0,0.0020057472575365,100.0
Normal,2025-05-13,15:46:36,0.1727595329284668,88.30527378565822,83.51199834417756,0.0863797664642334,0.0,0.0020057472575365,96.75984859643874
DDoS,2025-05-13,15:36:20,119.71858316683296,66.10335916784366,81.66977715582424,0.0863797664642334,92.11562577132496,0.8742031141910911,0.0
Normal,2025-05-13,15:12:27,0.1727595329284668,95.94563293752599,90.30126979060631,24.702501920752304,1.85466511372663,7.516825824428102,100.0
Normal,2025-05-13,14:55:18,99.8367925094478,59.63811134429695,82.51277574206229,52.67710251764122,97.8481692049554,0.0020057472575365,4.864088474253049
DDoS,2025-05-13,14:36:32,27.6271755447563,71.2714363564259,85.4750637850524,0.0863797664642334,96.68812459258525,9.968002358610832,4.156981719943156
Normal,2025-05-13,14:42:50,0.1727595329284668,56.78706400853371,84.48415961045117,0.0863797664642334,0.0,3.9786310949381587,88.13159737658367
DDoS,2025-05-13,14:29:25,22.24844496041338,56.525489481497765,79.29196639432548,0.0863797664642334,90.7070563433077,22.48291434387087,0.0
Normal,2025-05-13,15:11:41,0.1727595329284668,66.13394181736061,88.62392452786827,0.0863797664642334,5.043992070814616,12.760760493562358,91.95735668919541
Normal,2025-05-13,14:37:29,85.74385717267968,75.35828184111806,87.19880566129702,33.31127724826978,92.14486244997829,0.0020057472575365,0.0
DDoS,2025-05-13,15:40:49,52.60846536253568,38.189688348439944,83.71440750891239,11.858048879803503,100.0,0.0020057472575365,1.42388308832905
Normal,2025-05-13,15:08:33,0.1727595329284668,58.34273136911473,87.59183187798513,28.63809552643653,16.742513264000824,4.344116314431485,100.0
Normal,2025-05-13,14:45:44,0.6139169113114882,38.416239283362785,82.05930699113608,1.7880526537904977,0.6930515566949177,0.0020057472575365,100.0
DDoS,2025-05-13,14:53:25,56.62995174117188,52.08163875310066,90.74434978418046,0.0863797664642334,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:34:33,44.88535579303158,44.14367836586454,80.2491006185289,19.843309758716853,0.0,92.70143713708214,100.0
Normal,2025-05-13,14:30:42,0.1727595329284668,57.76703995677018,79.43527280210601,0.0863797664642334,0.0,74.52196131691113,97.64161950903478
DDoS,2025-05-13,14:50:16,36.35129742403408,36.53835354770807,86.20004038842504,37.72241522342962,100.0,5.441797561641336,4.678216864673413
Normal,2025-05-13,15:43:31,80.35043832958107,61.47318003740486,88.35872699867713,0.0863797664642334,92.18318498243886,0.0020057472575365,0.0
Normal,2025-05-13,14:32:11,63.33925591342024,68.5945433767885,80.1395220675727,0.0863797664642334,2.40510970620804,21.8048933863123,100.0
DDoS,2025-05-13,15:09:05,0.1727595329284668,46.52093462096715,89.62418437516787,32.292235760044555,99.05175416249266,0.0020057472575365,0.0
DDoS,2025-05-13,14:29:43,21.695084943715166,42.296653126482084,79.4992958122061,11.628015749775788,99.98823489101034,19.577466402333066,0.0
DDoS,2025-05-13,14:33:33,92.53959065257068,67.0499000537008,81.5817837373188,22.83040689743336,0.8095522852104263,6.188993739385818,99.22330834018433
DDoS,2025-05-13,15:09:59,7.425079273480932,43.115825865252305,90.66804235524877,23.113331704582965,5.871398025529059,5.284738960377379,97.03307456923828
Normal,2025-05-13,14:34:40,53.142251550075656,47.32884546703883,81.11530236585702,0.0863797664642334,0.0,13.44983889559323,95.75676270383575
Normal,2025-05-13,15:29:29,44.78974342916076,73.65951208515767,88.6785857522905,51.2241674217792,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:05:59,0.1727595329284668,94.42034283637695,80.93378013712025,0.0863797664642334,15.575097807981393,11.672944822590331,97.76987516974644
DDoS,2025-05-13,14:47:36,27.08707575728225,52.806791347767174,86.3101464707637,0.0863797664642334,90.93256154503572,0.023288534345451917,2.1740040946479176
DDoS,2025-05-13,14:38:27,48.00429798393047,33.90223260679122,85.91291904656394,68.16596321955542,99.77095386588368,5.433212718696092,0.0
DDoS,2025-05-13,14:29:39,60.887112293712946,69.21511259829583,78.38987706996437,0.0863797664642334,95.90180276757785,41.06918251168301,9.259687244277432
DDoS,2025-05-13,14:40:59,0.1727595329284668,36.72290271965026,86.06628998215865,41.86600370688909,92.07561260131448,2.888644556583531,5.646469591567748
Normal,2025-05-13,14:29:43,0.1727595329284668,40.48340520104368,79.34086332434816,0.0863797664642334,0.0,267.37448891195726,100.0
Normal,2025-05-13,14:32:16,0.1727595329284668,78.7659684019818,80.75925202941742,0.0863797664642334,0.20423046588550653,9.641019575451978,100.0
DDoS,2025-05-13,15:32:40,2.801760187690544,48.11699757108147,81.49657484660857,6.731039037237847,96.95258359676454,0.0020057472575365,6.6841478238032135
DDoS,2025-05-13,14:46:46,86.62429851000246,25.150480899019254,83.1744471964435,0.0863797664642334,1.8079917407721984,10.450660615076433,97.43372005189512
DDoS,2025-05-13,15:48:43,128.68686517777007,55.07354261211421,83.95617939469226,44.82131609152457,96.66215264031673,0.0020057472575365,0.0
DDoS,2025-05-13,15:40:24,103.1568031589372,59.96236505631569,84.04588720878209,37.84566030098773,100.0,11.78117162285601,1.1443867556927019
Normal,2025-05-13,15:22:57,38.28020693645164,39.06493427985984,90.97606662918956,52.6778214727696,0.0,6.481069758278864,98.82514375277798
Normal,2025-05-13,14:39:59,115.33823687075764,92.5367976654679,90.35027055005393,0.0863797664642334,10.63693372577302,6.494235281129496,100.0
Normal,2025-05-13,15:09:33,10.596777244925736,77.85890672167193,88.2114197177602,42.47148515985464,0.0,19.160385833889322,100.0
Normal,2025-05-13,14:52:06,97.27808865377433,43.23636944638163,86.51812756683427,44.20781785231584,13.510285245462255,4.194510351847912,100.0
DDoS,2025-05-13,15:00:46,30.265667286093972,47.333839851071744,86.04882995538044,31.058424714345023,100.0,0.0020057472575365,10.893567469499823
DDoS,2025-05-13,18:30:36,18.157291278204383,88.44959970551791,85.14162810470995,56.2029497191929,98.37264970959669,5.911214506220562,8.217219782180218
Normal,2025-05-13,15:09:25,53.115614686529725,39.76464860658687,87.02798260438243,22.92771784295853,92.413908815823,0.0020057472575365,4.2911029983424065
DDoS,2025-05-13,14:36:27,0.1727595329284668,82.83578502354924,85.76471287135787,30.537182633895156,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:52:24,66.69919344104699,51.96983336187866,87.71164617241219,29.48498169593426,1.3599751777498321,4.10556075151209,100.0
Normal,2025-05-13,15:22:01,6.69281106248291,39.2682226652146,89.25445554569423,53.65064849845565,0.036622327099522636,0.0020057472575365,100.0
DDoS,2025-05-13,18:40:44,96.42192801089215,35.15224056268858,76.050801780177,35.73293204542297,92.77875130284846,0.0020057472575365,0.0
Normal,2025-05-13,14:30:18,16.519715019856434,98.47281883760479,78.47892888775297,0.0863797664642334,2.5859757216830124,120.8864677366078,97.729929084443
Normal,2025-05-13,15:08:31,1.9130719499566133,43.269357672467855,88.68551259256633,0.0863797664642334,0.0,0.3595645572420514,100.0
Normal,2025-05-13,14:42:15,39.60075056442827,39.459910385232725,84.035769571851,0.0863797664642334,2.6243005441095906,1.7956380589788767,91.20802922816489
Normal,2025-05-13,14:39:57,96.97448065549221,88.43855916292488,89.86549787491198,23.337556642000237,0.0,0.0020057472575365,100.0
Normal,2025-05-13,14:29:06,92.98567698450456,92.53467618991408,77.64920338499856,0.0863797664642334,0.0,175.48641131205363,100.0
DDoS,2025-05-13,14:45:33,60.74959930907058,39.18718982202801,84.71059940683455,70.15161915985964,99.2487476603442,0.0020057472575365,0.0
DDoS,2025-05-13,14:40:34,0.1727595329284668,43.72075363481539,89.94464196631716,21.249419466836734,100.0,0.0020057472575365,11.275438915856505
Normal,2025-05-13,14:30:09,16.220222398703815,95.01066034046501,79.47507982024402,0.0863797664642334,0.383321961617933,122.39834084393425,100.0
DDoS,2025-05-13,14:31:24,0.1727595329284668,66.50498610164053,79.87741144377112,12.832308891374591,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:32:21,0.1727595329284668,46.45956746708841,80.59591418813666,0.0863797664642334,4.533208715539785,0.06030516221817095,97.91141586517472
Normal,2025-05-13,15:47:05,53.01343587388076,100.0,90.33762694558953,9.793558173626037,0.0,1.1760644441169137,94.03128085837947
Normal,2025-05-13,14:52:01,0.1727595329284668,34.79611027034707,87.68365876588948,0.5678911342110222,0.0,4.788302778854526,100.0
Normal,2025-05-13,15:14:42,28.374932094439842,43.32502004880199,81.61045145571366,49.373263075777714,0.7259878719271712,9.977539341243622,98.01074103607111
Normal,2025-05-13,14:33:55,0.1727595329284668,71.98643605716829,85.34005873972468,9.924859229603008,0.0,25.642182378526375,100.0
DDoS,2025-05-13,15:02:28,18.2627232317918,40.93889257419619,84.05321145033763,12.999197072015534,100.0,3.585127164261191,11.300049601003055
Normal,2025-05-13,14:35:16,9.258994621462168,43.86075576458845,82.63066030520861,2.6237476507995967,4.953975895396727,18.56095054425964,98.11711886145244
Normal,2025-05-13,14:29:44,47.457019494557706,69.00599677984657,79.9845303094393,2.4208040668805664,0.0,163.93643409646808,100.0
DDoS,2025-05-13,15:07:33,23.97683453445573,85.24670470119455,85.92681007978759,0.0863797664642334,100.0,11.585307430293499,0.0
Normal,2025-05-13,14:40:22,138.6342397620855,66.63673637413798,90.42574560155731,5.297272786210028,7.60362643226319,0.0020057472575365,92.81613523307526
DDoS,2025-05-13,15:41:39,102.63243874703997,59.88409864628148,86.1972059972308,45.65888094763111,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:17:14,0.1727595329284668,69.33043473038133,81.5108259098274,5.8940915446840165,12.31068713800764,13.178495009360589,100.0
Normal,2025-05-13,15:16:08,85.4485082459103,58.63337703464792,86.2285857047071,19.47672815242275,2.0153751124720283,1.8417318661209383,100.0
Normal,2025-05-13,15:03:53,79.8555456999519,46.851924623596126,87.11253844419981,14.927587735637262,0.0,8.743398334607747,92.2692639748457
DDoS,2025-05-13,14:38:54,99.40913137787457,38.66223029267066,87.08741236042047,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,14:47:32,0.1727595329284668,37.66747236410003,87.78023680019356,26.883878307683577,95.95205951605325,7.665366741769806,0.0
Normal,2025-05-13,15:06:55,50.51451200766067,82.46770817548854,82.9811579904101,8.308982604475466,2.0044891596758645,5.326040966140093,100.0
Normal,2025-05-13,14:30:18,15.806692642984283,79.36461669356618,78.27112519184806,35.04673972412123,0.0,72.07088620870381,97.43656546606367
Normal,2025-05-13,14:43:33,0.1727595329284668,32.359413627591195,84.1404025712546,44.89722570530638,5.775980975902661,6.50371752616874,88.55450284126161
DDoS,2025-05-13,14:48:33,0.1727595329284668,36.28704556671372,84.89270209625775,12.060246882979802,97.4713555303647,8.746642825177958,0.0
Normal,2025-05-13,14:35:01,0.1727595329284668,41.6987468284498,82.37949339660076,0.0863797664642334,8.390616787494858,11.537346101619075,100.0
Normal,2025-05-13,15:30:08,0.1727595329284668,45.10279542026721,88.90335380688488,35.121398682715025,7.700891408475423,0.0020057472575365,100.0
Normal,2025-05-13,14:49:37,10.896954909771374,27.860471346417825,86.86720822532492,26.067845360067132,1.7632707870849829,3.700218411085219,87.7405755872294
Normal,2025-05-13,14:34:29,42.15240219357801,48.3098438899588,81.24634658825002,6.554715018086437,0.0,72.56130383259584,84.49119449683852
Normal,2025-05-13,15:13:47,0.1727595329284668,91.60381675143893,81.86658130094696,8.241144106652875,2.9927465170627476,13.058349654745289,100.0
Normal,2025-05-13,15:09:43,0.1727595329284668,52.50241085605462,88.22809882319895,0.0863797664642334,0.0,12.460357379313074,100.0
DDoS,2025-05-13,15:09:25,121.00088671026295,45.2189511353102,88.4548154478381,0.0863797664642334,97.15202264420022,6.731202766454588,7.207670305436085
DDoS,2025-05-13,15:49:49,79.3323578155838,42.175493859587796,82.13919092015652,30.16402343777189,91.39623607057054,1.625929304190727,0.0
DDoS,2025-05-13,15:11:48,0.1727595329284668,29.173653414621725,90.32363270765208,0.0863797664642334,100.0,5.872115114102936,0.0
Normal,2025-05-13,15:33:39,0.1727595329284668,33.85612095089471,80.78663262789817,36.34356529292897,7.983458962430893,14.980376118322884,87.12822567717929
Normal,2025-05-13,14:43:56,2.2823300853348627,44.08989641515431,83.85551858610272,44.10490845436641,0.0,9.64258888051252,100.0
Normal,2025-05-13,15:49:34,21.418123244328633,100.0,86.46605836178387,16.972215617774356,7.46168240901574,8.195573977085179,97.85981186546682
Normal,2025-05-13,16:30:27,173.34488211744457,68.04944146689746,81.98803455156771,14.991752945009393,0.0,10.43994684595241,100.0
Normal,2025-05-13,15:13:36,0.1727595329284668,79.71835289290487,86.53367280626559,3.7867823142116492,0.9237647941551561,0.0020057472575365,100.0
Normal,2025-05-13,16:31:25,30.835371794740855,52.036246608577635,84.665051723062,41.2569828673366,1.0290510428860435,0.0020057472575365,100.0
Normal,2025-05-13,14:33:07,60.104843610326206,79.67525257125014,78.74319257582198,0.0863797664642334,18.047539992886584,9.415303751501835,90.12604707234254
Normal,2025-05-13,15:27:52,107.13293216377019,55.62082426198646,91.15624759015773,5.094940688130944,5.3034423975816205,0.0020057472575365,73.47114606602975
DDoS,2025-05-13,15:02:28,47.205420403911475,48.518093369869206,84.92694806004658,0.0863797664642334,92.8222863953331,2.3234342834184387,0.0
Normal,2025-05-13,18:35:41,83.635571679443,62.96698780761563,70.46448205466142,51.94223314216805,8.209606488589191,0.07279343220556544,87.47866336145927
DDoS,2025-05-13,14:31:48,12.954762322175764,68.67178806311975,80.06524003226038,15.220739793057161,100.0,10.242118392334504,2.8580416649933507
Normal,2025-05-13,14:57:21,114.31188236560371,44.02158257172548,85.54787051128267,25.148735615387608,100.0,6.9571857727303055,0.0
DDoS,2025-05-13,14:30:06,135.89239496016938,86.25046805632515,79.52323428957098,29.11646750438073,98.02932540079384,20.1520854094259,6.751524148770668
Normal,2025-05-13,14:33:09,3.1262845907547234,54.504391453547974,80.23883563878032,49.456369716757436,0.0,14.40435546973402,98.90697630167952
Normal,2025-05-13,15:31:00,35.162292765748866,73.01719371703655,82.96666545831015,17.813219708907813,0.7529203409620496,0.0020057472575365,100.0
Normal,2025-05-13,15:23:59,18.780501004330915,41.93024286966189,89.04488533306775,22.750481001796892,4.706409910787236,0.0020057472575365,99.17554506903802
Normal,2025-05-13,15:30:28,49.544935939199604,33.78319531919577,88.59905071641373,10.457151916272805,10.180784870124885,3.116621265629586,89.86194812699756
Normal,2025-05-13,14:44:14,93.18526083165375,39.8990636685445,82.3468542215992,35.56854579552784,100.0,4.8592110416618315,3.5199071633363963
Normal,2025-05-13,15:09:11,36.717903124901966,49.90522200463576,89.02919735206576,53.91605710857083,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,15:45:52,126.13626269798803,35.80120073716556,82.3388635806467,5.724721295486502,96.04321178583477,0.0020057472575365,0.0
DDoS,2025-05-13,18:37:12,0.1727595329284668,56.1030867204853,83.16871841809503,9.008466969897295,82.60071544841772,0.0020057472575365,0.0
DDoS,2025-05-13,14:34:12,73.3895211601158,50.442304099427055,82.90895545874633,8.211603456805715,95.70393510326588,0.0020057472575365,4.741773632789831
Normal,2025-05-13,15:18:14,24.716365393585424,40.30098728616794,82.83991702005882,0.0863797664642334,6.181384861685731,1.8240885169169216,100.0
DDoS,2025-05-13,14:48:16,89.67799968563227,42.03732759633029,86.27569683418956,33.78000066807983,94.39656792106237,0.0020057472575365,0.0
Normal,2025-05-13,18:42:39,85.50528031537273,46.270514215769865,69.68845977992378,32.510687956892326,14.5727803971713,0.0020057472575365,100.0
DDoS,2025-05-13,15:39:19,64.54385941236553,46.27625806225134,82.59803855535944,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:01:44,101.28096717568516,34.949096078227676,85.08811556827247,21.15669161072631,100.0,1.5296591913369855,4.230894127737774
DDoS,2025-05-13,14:34:10,0.1727595329284668,82.38099209934187,82.03793672117459,13.57578161919901,94.73565481932621,12.041325749274453,1.9077807099343216
DDoS,2025-05-13,15:17:53,71.67535523950929,60.0491065957763,83.3165555207631,0.70484183953997,95.62887102331533,10.115105316953699,0.0
DDoS,2025-05-13,14:34:10,51.796390717713024,82.45618457269055,82.59906331962466,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,14:31:49,13.347612504053247,46.83129314941162,80.34824661551345,0.0863797664642334,93.55782157198719,1.8230660432439834,1.631315169026974
DDoS,2025-05-13,15:39:21,17.97147769653304,55.16873676419181,83.4649539872385,0.0863797664642334,85.60966847742388,1.3976158275291701,0.006207631663806003
Normal,2025-05-13,14:47:10,34.30562230167729,29.348373334488993,84.53567002888576,44.969436146763954,100.0,0.0020057472575365,6.396984843736358
DDoS,2025-05-13,15:41:21,49.61422663513368,100.0,87.12407377723807,59.15919714886765,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:13:05,0.1727595329284668,52.3768401591279,93.54266056128232,0.0863797664642334,90.76975971769227,5.957719670924357,0.0
DDoS,2025-05-13,14:44:32,0.1727595329284668,40.53827549926627,83.94055795634603,32.00368059197997,100.0,4.2775308213115935,8.859272131148284
Normal,2025-05-13,14:37:31,0.1727595329284668,44.63719511312448,86.9991688710391,28.484417755028467,0.31981004788238954,7.7177672103371275,90.86542436814375
DDoS,2025-05-13,15:45:23,71.1320161712299,40.10159573579887,83.73019634345786,0.0863797664642334,97.69702879749993,0.0020057472575365,0.0
DDoS,2025-05-13,15:22:35,68.43036951611798,53.748891971217326,89.39794939208734,43.90763039642642,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:30:04,28.477617176719555,99.97104333403587,80.11353438118427,5.045139048276216,0.0,154.50675197679175,100.0
Normal,2025-05-13,15:17:18,96.44421080364054,84.63618142799278,82.5561603075943,30.596883486499504,1.4476880641657668,0.0020057472575365,100.0
